round,accuracy,auc,method,dataset,noise_type,alpha,noise_rate,noisy_fraction,seed,feature_set
5,0.8859649122807017,0.980489417989418,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
6,0.9035087719298246,0.984457671957672,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
7,0.9210526315789472,0.9871031746031744,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
8,0.9298245614035088,0.9874338624338624,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
9,0.9298245614035088,0.9890873015873016,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
10,0.9298245614035088,0.9910714285714286,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
11,0.9385964912280702,0.99239417989418,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
12,0.9385964912280702,0.9933862433862434,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
13,0.9385964912280702,0.9947089947089948,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
14,0.956140350877193,0.9953703703703703,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
15,0.956140350877193,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
16,0.9473684210526316,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
17,0.9473684210526316,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
18,0.956140350877193,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
19,0.956140350877193,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
20,0.956140350877193,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
21,0.9649122807017544,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
22,0.9649122807017544,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
23,0.9649122807017544,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
24,0.9649122807017544,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
25,0.9736842105263158,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
26,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
27,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
28,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
29,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
30,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
31,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
32,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
33,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
34,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
35,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
36,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
37,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
38,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
39,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
40,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
41,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
42,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
43,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
44,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
45,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
46,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
47,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
48,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
49,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
50,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.1,0.2,456,original
1,0.8596491228070176,0.921957671957672,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
2,0.8771929824561403,0.951388888888889,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
3,0.9035087719298246,0.9662698412698412,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
4,0.912280701754386,0.9755291005291004,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
5,0.9210526315789472,0.9788359788359788,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
6,0.9210526315789472,0.9818121693121692,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
7,0.9210526315789472,0.9831349206349208,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
8,0.9210526315789472,0.9847883597883598,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
9,0.9210526315789472,0.9871031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
10,0.9385964912280702,0.9887566137566136,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
11,0.9385964912280702,0.9910714285714284,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
12,0.9385964912280702,0.992063492063492,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
13,0.9473684210526316,0.9940476190476192,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
14,0.9473684210526316,0.9953703703703703,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
15,0.9473684210526316,0.9953703703703703,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
16,0.9473684210526316,0.9953703703703703,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
17,0.9473684210526316,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
18,0.9473684210526316,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
19,0.9649122807017544,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
20,0.9649122807017544,0.9963624338624338,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
21,0.9649122807017544,0.9963624338624338,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
22,0.9736842105263158,0.9963624338624338,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
23,0.9736842105263158,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
24,0.9736842105263158,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
25,0.9736842105263158,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
26,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
27,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
28,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
29,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
30,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
31,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
32,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
33,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
34,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
35,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
36,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
37,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
38,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
39,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
40,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
41,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
42,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
43,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
44,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
45,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
46,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
47,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
48,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
49,0.9824561403508772,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
50,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,42,original
1,0.6140350877192983,0.8763227513227514,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
2,0.8771929824561403,0.9695767195767196,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
3,0.9298245614035088,0.9861111111111112,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
4,0.956140350877193,0.992063492063492,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
5,0.956140350877193,0.9947089947089948,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
6,0.956140350877193,0.9950396825396826,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
7,0.9649122807017544,0.995701058201058,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
8,0.9649122807017544,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
9,0.9736842105263158,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
10,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
11,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
12,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
13,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
14,0.9824561403508772,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
15,0.9824561403508772,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
16,0.9824561403508772,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
17,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
18,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
19,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
20,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
21,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
22,0.9824561403508772,0.9986772486772488,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
23,0.9824561403508772,0.9986772486772488,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
24,0.9824561403508772,0.9990079365079364,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
25,0.9824561403508772,0.9986772486772486,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
26,0.9912280701754386,0.9986772486772486,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
27,0.9912280701754386,0.9986772486772486,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
28,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
29,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
30,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
31,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
32,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
33,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
34,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
35,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
36,0.9912280701754386,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
37,0.9912280701754386,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
38,0.9912280701754386,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
39,0.9912280701754386,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
40,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
41,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
42,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
43,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
44,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
45,0.9912280701754386,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
46,0.9912280701754386,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
47,0.9912280701754386,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
48,0.9912280701754386,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
49,0.9912280701754386,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
50,0.9912280701754386,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,123,original
1,0.6403508771929824,0.7566137566137565,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
2,0.6842105263157895,0.933201058201058,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
3,0.7631578947368421,0.9682539682539684,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
4,0.8333333333333334,0.9788359788359788,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
5,0.868421052631579,0.9854497354497356,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
6,0.9035087719298246,0.988425925925926,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
7,0.9210526315789472,0.9910714285714284,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
8,0.9298245614035088,0.9927248677248676,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
9,0.9298245614035088,0.9943783068783068,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
10,0.9298245614035088,0.9950396825396826,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
11,0.9298245614035088,0.996362433862434,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
12,0.9473684210526316,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
13,0.956140350877193,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
14,0.956140350877193,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
15,0.9649122807017544,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
16,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
17,0.9736842105263158,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
18,0.9824561403508772,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
19,0.9824561403508772,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
20,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
21,0.9824561403508772,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
22,0.9824561403508772,0.9986772486772486,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
23,0.9912280701754386,0.9986772486772486,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
24,0.9912280701754386,0.9986772486772486,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
25,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
26,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
27,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
28,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
29,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
30,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
31,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
32,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
33,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
34,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
35,0.9912280701754386,0.9983465608465608,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
36,0.9912280701754386,0.998015873015873,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
37,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
38,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
39,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
40,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
41,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
42,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
43,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
44,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
45,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
46,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
47,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
48,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
49,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
50,0.9912280701754386,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.2,0.2,456,original
1,0.7894736842105263,0.8955026455026455,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
2,0.8508771929824561,0.939484126984127,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
3,0.8859649122807017,0.958994708994709,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
4,0.912280701754386,0.9735449735449736,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
5,0.9210526315789472,0.978505291005291,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
6,0.9210526315789472,0.9798280423280424,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
7,0.9210526315789472,0.9828042328042328,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
8,0.9210526315789472,0.9847883597883598,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
9,0.9210526315789472,0.986441798941799,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
10,0.9210526315789472,0.9890873015873016,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
11,0.9298245614035088,0.9900793650793652,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
12,0.9385964912280702,0.992063492063492,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
13,0.9473684210526316,0.9933862433862434,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
14,0.9473684210526316,0.9950396825396826,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
15,0.9473684210526316,0.9950396825396826,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
16,0.9473684210526316,0.9953703703703703,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
17,0.9473684210526316,0.995701058201058,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
18,0.956140350877193,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
19,0.9649122807017544,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
20,0.9649122807017544,0.996031746031746,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
21,0.9649122807017544,0.9963624338624338,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
22,0.9649122807017544,0.9963624338624338,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
23,0.9649122807017544,0.9966931216931216,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
24,0.9649122807017544,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
25,0.9736842105263158,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
26,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
27,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
28,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
29,0.9736842105263158,0.9976851851851852,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
30,0.9736842105263158,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
31,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
32,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
33,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
34,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
35,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
36,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
37,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
38,0.9824561403508772,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
39,0.9824561403508772,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
40,0.9824561403508772,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
41,0.9824561403508772,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
42,0.9824561403508772,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
43,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
44,0.9824561403508772,0.9973544973544974,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
45,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
46,0.9824561403508772,0.9973544973544972,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
47,0.9824561403508772,0.9970238095238094,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
48,0.9824561403508772,0.9970238095238094,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
49,0.9824561403508772,0.9970238095238094,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
50,0.9824561403508772,0.9970238095238096,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,42,original
1,0.7894736842105263,0.9371693121693122,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,123,original
2,0.9210526315789472,0.986441798941799,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,123,original
3,0.956140350877193,0.9927248677248676,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,123,original
4,0.956140350877193,0.9953703703703703,trimmed_mean,breast_cancer,symmetric,1.0,0.3,0.2,123,original
