round,accuracy,auc,method,dataset,noise_type,alpha,noise_rate,noisy_fraction,seed,feature_set
43,0.78650936740613,0.7889551892667158,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
44,0.7794021582921794,0.7883279414951274,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
45,0.7831517336886938,0.7881485840987399,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
46,0.7780826213059496,0.788736912828294,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
47,0.7783961746492122,0.7883928865237279,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
48,0.7819759086514594,0.7889032619043002,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
49,0.77377126283609,0.7890782818093307,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
50,0.7744244989678869,0.7894900205388266,fedavg,brfss,asymmetric,1.0,0.1,0.2,123,original
1,0.7926236575997492,0.6912865931557521,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
2,0.808170677536516,0.7150256708927528,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
3,0.8043165843589141,0.7280328043567919,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
4,0.8155261163805493,0.736192147926312,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
5,0.816205481957618,0.7444326161875486,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
6,0.819171173995976,0.7515079867104788,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
7,0.818112931462465,0.7547791363990742,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
8,0.8189360089885291,0.7590641853362518,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
9,0.8188706853753495,0.7617836958439242,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
10,0.8194194037260589,0.7588489618603844,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
11,0.8200987693031276,0.7640527178429567,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
12,0.8182697081340963,0.7685907151120027,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
13,0.8179822842361056,0.7704134417530055,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
14,0.8130699485249928,0.7712878372276087,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
15,0.8165321000235165,0.7732220748835492,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
16,0.8150035274751117,0.7751804558658141,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
17,0.8167019414177837,0.7761028804642512,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
18,0.8128347835175459,0.7785947791139899,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
19,0.8107052337278879,0.7780922843228137,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
20,0.8141543205037757,0.7767848074182444,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
21,0.8152517572051945,0.7778822643827835,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
22,0.8155522458258211,0.7785112909723502,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
23,0.8153301455410101,0.7776898290916981,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
24,0.8130046249118131,0.7798362029930046,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
25,0.8126649421232788,0.7802110465661867,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
26,0.8126910715685506,0.7808951448619152,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
27,0.8114107287502287,0.7803535004988794,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
28,0.8111233048522379,0.7814635940284953,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
29,0.8126649421232788,0.7809718500268864,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
30,0.8143894855112226,0.7789702239338792,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
31,0.8101957095450864,0.7812814630052429,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
32,0.8114368581955005,0.7827483959363504,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
33,0.8127433304590943,0.7820576101988354,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
34,0.8069164641634659,0.7835685327897166,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
35,0.8109273340126989,0.782884330651724,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
36,0.8107052337278879,0.7792795326544028,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
37,0.804760784928536,0.7812975419413634,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
38,0.8048391732643516,0.783400479662162,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
39,0.8121031590499334,0.7853720558808824,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
40,0.8039769015703797,0.7864005563901721,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
41,0.8105745865015286,0.7855326531338993,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
42,0.801559927882731,0.7855935047004621,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
43,0.8043688432494578,0.7857912234859276,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
44,0.8028272059784171,0.7863793922983955,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
45,0.8047738496511719,0.784105619515796,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
46,0.8078309947479815,0.7853377287437515,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
47,0.8042120665778265,0.785488991615679,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
48,0.8047738496511719,0.7844662647362542,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
49,0.803062370985864,0.7862323734597877,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
50,0.7927020459355648,0.7871971252033557,fedavg,brfss,asymmetric,1.0,0.2,0.2,42,original
1,0.6204828721486243,0.7140353189159004,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
2,0.6959969689843485,0.7196639496743339,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
3,0.719030074991508,0.7283427818214943,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
4,0.7265161610619006,0.7430896574198755,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
5,0.7938909356954352,0.7548255414299028,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
6,0.7963209741057198,0.7606015565517122,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
7,0.8129262365759975,0.7655157660349768,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
8,0.8039769015703797,0.7751100020051214,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
9,0.7983198766690183,0.7790545760431534,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
10,0.8000182906116903,0.7800487494153123,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
11,0.8041336782420109,0.7774085920503365,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
12,0.800932821196206,0.7818316203570617,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
13,0.799038436413995,0.7806821882626659,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
14,0.8004755559039481,0.7827441394419588,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
15,0.8007760445245747,0.7835294299468755,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
16,0.8005670089623997,0.7837701196995069,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
17,0.7925322045412976,0.7830197638089642,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
18,0.7959682265945494,0.784968832217015,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
19,0.784170782054297,0.7844702148959678,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
20,0.797340022471323,0.7863139239047858,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
21,0.7944788482140525,0.785436739226978,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
22,0.7965692038358025,0.7864049053041785,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
23,0.7904287841969115,0.7857037000339181,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
24,0.7988424655744558,0.7864768524166239,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
25,0.7879464868960832,0.7864687132599905,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
26,0.796895821901701,0.7875655627472864,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
27,0.7808131483368608,0.7870142693611024,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
28,0.7866530793551253,0.7878207104583015,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
29,0.7904287841969115,0.7873246310421803,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
30,0.7739411042303572,0.7871665353492977,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
31,0.7885343994147004,0.7873724576735999,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
32,0.7867967913041206,0.7874415335474526,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
33,0.786300331843955,0.7873362416456913,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
34,0.7879726163413551,0.7879601830796017,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
35,0.7856862898800658,0.7874866976632293,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
36,0.780564918606778,0.7876043488712232,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
37,0.7790102166131013,0.7878069285130552,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
38,0.7818713908703718,0.7881372061018999,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
39,0.7847586945729143,0.7875638327351723,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
40,0.7856209662668862,0.7872936445106746,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
41,0.7792323168979123,0.7877933075233179,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
42,0.7819497792061875,0.7890422007763649,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
43,0.7855556426537065,0.7892212082243236,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
44,0.7795589349638107,0.7889089244229431,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
45,0.7820151028193671,0.7884780475642366,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
46,0.7719813958349664,0.7886599574034674,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
47,0.7725170494630399,0.7885963083263188,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
48,0.7818191319798281,0.7894110433051242,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
49,0.7642601447571268,0.7888364726370957,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
50,0.7738496511719056,0.7894027016560766,fedavg,brfss,asymmetric,1.0,0.2,0.2,123,original
1,0.7926236575997492,0.6996844250219121,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
2,0.8071385644482768,0.7130726471328755,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
3,0.8020302578976248,0.7279504418652912,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
4,0.8160225758407149,0.7350524136609288,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
5,0.8161140288991665,0.7430361298481755,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
6,0.8191581092733401,0.7494433813229244,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
7,0.8178647017323822,0.7525559586826461,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
8,0.8189229442658932,0.756096273749441,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
9,0.8188314912074417,0.7615626561628638,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
10,0.8194585978939667,0.7588714115193864,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
11,0.8201118340257636,0.76510073550572,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
12,0.8180476078492853,0.7688743966002533,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
13,0.8185179378641791,0.7688475471445357,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
14,0.8132920488098038,0.7710702721086937,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
15,0.8167542003083275,0.7731431319177945,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
16,0.8139844791095086,0.7743555962662919,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
17,0.8166888766951478,0.7763500375130696,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
18,0.8129001071307256,0.7790076289557079,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
19,0.8107705573410676,0.7784003521282856,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
20,0.814088996890596,0.7766310419477604,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
21,0.8152517572051945,0.7774751113276553,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
22,0.8156306341616367,0.7783853780738516,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
23,0.8131614015834444,0.7789927701661866,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
24,0.8131614015834444,0.7802131452183371,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
25,0.8129654307439053,0.7805691518048735,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
26,0.8126910715685506,0.7797341437009141,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
27,0.8125342948969193,0.7811863881438129,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
28,0.8124820360063756,0.7807245932894946,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
29,0.8129001071307256,0.7814413354392584,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
30,0.8160225758407149,0.7808068882835238,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
31,0.8106399101147083,0.7828279744167593,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
32,0.8124297771158319,0.7826629586754197,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
33,0.8130046249118131,0.7813457673270755,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
34,0.8069164641634659,0.7830181428312268,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
35,0.8121031590499334,0.7829673660410938,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
36,0.8124559065611037,0.7787068529539972,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
37,0.804956755768075,0.7830583827468562,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
38,0.8091374670115753,0.7825770157026646,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
39,0.8121423532178412,0.7846439637716895,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
40,0.8040683546288312,0.784933290125398,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
41,0.8120639648820256,0.7839685425355206,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
42,0.803062370985864,0.7851531657346817,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
43,0.8037548012855688,0.7849321000930554,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
44,0.802840270701053,0.7858144737687831,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
45,0.8049436910454391,0.7828773721816297,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
46,0.8083274542081471,0.7846996408782492,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
47,0.8084189072665987,0.7840692466860691,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
48,0.8095294086906535,0.7845040093222856,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
49,0.8036502835044812,0.7845000300867383,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
50,0.7941914243160618,0.7857058132239856,fedavg,brfss,asymmetric,1.0,0.3,0.2,42,original
1,0.6879490998406104,0.7135021408126289,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
2,0.6938674191946905,0.721535271379508,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
3,0.719030074991508,0.7293904360363344,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
4,0.7251051710172193,0.7440049906301204,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
5,0.7974837344203183,0.7549166962458759,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
6,0.7747772464790572,0.7603068542840088,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
7,0.8125865537874631,0.7645567173085346,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
8,0.8031799534895874,0.7738114513815447,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
9,0.7914870267304225,0.7759202914966155,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
10,0.8051396618849782,0.7770984920517632,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
11,0.7989469833555434,0.7805874488117478,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
12,0.8057275744035954,0.7813636635028118,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
13,0.8003841028454965,0.7781731099488108,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
14,0.7964385566094432,0.7816042660279421,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
15,0.8006976561887591,0.783823059523994,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
16,0.7991690836403543,0.7837838175325196,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
17,0.7897886127877505,0.7837112525586045,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
18,0.7934467351258133,0.7843685252823364,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
19,0.7858038723837892,0.7838391862275559,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
20,0.8025659115256983,0.7871292289776195,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
21,0.7911212144966162,0.7859846733159298,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
22,0.7960074207624572,0.7865375087597309,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
23,0.7904287841969115,0.7864774723549385,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
24,0.7951712785137571,0.7865298940065294,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
25,0.7908991142118053,0.7872057742255043,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
26,0.7915131561756944,0.7877104195899628,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
27,0.7806433069425937,0.7862111356400038,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
28,0.7863133965665909,0.7879877646232787,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
29,0.7908337905986256,0.7879626846397355,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
30,0.7739280395077213,0.7876075627892866,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
31,0.7873847038227378,0.7872132217926611,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
32,0.7795981291317186,0.7874473944048191,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
33,0.7883384285751613,0.7878752639915674,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
34,0.7871887329831988,0.7881822798749071,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
35,0.7858038723837892,0.7881952965026694,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
36,0.7792323168979123,0.7872986777451991,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
37,0.7790102166131013,0.7878553730059442,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
38,0.7803820124898748,0.788060692006694,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
39,0.7849154712445455,0.7887674569917562,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
40,0.7846411120691907,0.7887891070653272,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
41,0.7724778552951321,0.7877827498803615,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
42,0.7808654072274046,0.7888669679946939,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
43,0.7828251156227953,0.7886531806573345,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
44,0.7793368346789997,0.7886327652682793,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
45,0.779075540226281,0.7877778168536216,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
46,0.7652922578453659,0.7884722074753229,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
47,0.776109848187923,0.7890554479339527,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
48,0.781623161140289,0.7889554509492204,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
49,0.772281884455593,0.7889233844581715,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
50,0.7750777350996838,0.7892067087290349,fedavg,brfss,asymmetric,1.0,0.3,0.2,123,original
1,0.7926236575997492,0.3281304719518634,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
2,0.7926236575997492,0.3306032688171836,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
3,0.7926236575997492,0.3323293982691698,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
4,0.7926236575997492,0.3317383332959657,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
5,0.7926236575997492,0.3312788312788313,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
6,0.7926236575997492,0.3312686786207035,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
7,0.7926236575997492,0.3309017831343895,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
8,0.7926236575997492,0.3309836575672505,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
9,0.7926236575997492,0.3309972764801425,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
10,0.7926236575997492,0.3313255364138022,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
11,0.7926236575997492,0.5401926175550267,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
12,0.5433879438739515,0.7192665401388144,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
13,0.7926236575997492,0.5873246844171038,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
14,0.514841524914426,0.7304793062840831,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
15,0.7926236575997492,0.6402083458158225,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
16,0.5144887774032557,0.7383840462760505,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
17,0.7926236575997492,0.6477836773786929,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
18,0.535862663635651,0.7436517026340493,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
19,0.7926236575997492,0.6565843040401712,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
20,0.4488646756029369,0.7480688347770383,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
21,0.7926236575997492,0.6641625348790458,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
22,0.3198636042956808,0.7510862323946436,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
23,0.7926236575997492,0.6737682153050792,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
24,0.5141621593373573,0.7549150015401314,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
25,0.7926236575997492,0.6723298099206718,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
26,0.5410754879673905,0.7577714519562909,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
27,0.7925844634318413,0.6879914195594362,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
28,0.5314337226620679,0.7579926920529204,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
29,0.7925713987092055,0.6945481145896515,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
30,0.5293172375950459,0.7577759275578592,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
31,0.7925583339865695,0.6883109868571967,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
32,0.5213608215097594,0.7605316156718026,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
33,0.7925583339865695,0.6892250469612878,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
34,0.5242350604896658,0.7640024488414935,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
35,0.792231715920671,0.683081277577643,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
36,0.5254500796948081,0.7664438375757171,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
37,0.7931723759504585,0.6978863692259332,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
38,0.5290428784196911,0.7689428660352855,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
39,0.7925583339865695,0.6816082823351773,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
40,0.70117059914818,0.7692924769767968,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
41,0.792231715920671,0.6857305990223954,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
42,0.5242350604896658,0.7677234546393426,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
43,0.7944527187687805,0.6989947576655781,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
44,0.5432311672023203,0.771477229940366,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
45,0.7926759164902929,0.6951963426522098,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
46,0.5291996550913224,0.7710713562219272,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
47,0.7924668809281179,0.6840740760782297,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
48,0.6110240129602048,0.7755169286841147,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
49,0.792218651198035,0.6736839545769973,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
50,0.6122259674427112,0.7753453262279845,csagg,brfss,asymmetric,0.1,0.0,0.2,42,original
1,0.7926236575997492,0.6181457235455158,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
2,0.7926236575997492,0.6484970477701526,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
3,0.7926236575997492,0.6771080431516568,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
4,0.7926236575997492,0.6987449360242715,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
5,0.7926236575997492,0.7056388712671163,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
6,0.7935904470748086,0.7145873277752821,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
7,0.7927151106582008,0.7169186613631059,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
8,0.7935773823521727,0.7238357409696974,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
9,0.8030885004311359,0.7296664965408476,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
10,0.8030101120953202,0.7319575009086949,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
11,0.8171722714326775,0.7484257260996617,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
12,0.7938648062501633,0.7306568235955566,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
13,0.806668234433383,0.757713021991319,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
14,0.7927412401034726,0.7336934870683572,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
15,0.7982806825011105,0.7606522492296115,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
16,0.7927412401034726,0.7353482737698729,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
17,0.770152334665935,0.761368801348033,csagg,brfss,asymmetric,0.1,0.0,0.2,123,original
